"Hash","Path"
"C147B80C75170394D85761376FDD5F2FE3B0FF87","C:\Windows\SysWOW64\Taskmgr.exe"
"5AD4603F0AFF29B06E905BD8F665FA3DAC57ABF3","C:\Windows\SysWOW64\tcmsetup.exe"
"C3E6486195CD4AC8C163914A2EA230AB797164E6","C:\Windows\SysWOW64\TCPSVCS.EXE"
"44B58EE9E04E46CF3CD655EB8C7B6E826BF31CDB","C:\Windows\SysWOW64\ThumbnailExtractionHost.exe"
"47585F879C7458083351ADB2985E56687DC3C790","C:\Windows\SysWOW64\timeout.exe"
"01AEA8C9D7A034E8ECAC33E3C6A453E1C0D78EC2","C:\Windows\SysWOW64\TokenBrokerCookies.exe"
"6EDACF84D5512EF4F6DFEA78B60ADD7C91D3F7DF","C:\Windows\SysWOW64\TpmInit.exe"
"D13F021CA46B00151D870EA36AF7D337FAB1721F","C:\Windows\SysWOW64\TpmTool.exe"
"3B0132450099048ED049A9E999E7FD403A884DEE","C:\Windows\SysWOW64\tracerpt.exe"
"5B55CCEB017DA3F97FB1481C49CA91FAC05BC20D","C:\Windows\SysWOW64\TRACERT.EXE"
"509F20BFE552800EBDFE0A37B6189B4343D99A94","C:\Windows\SysWOW64\TSTheme.exe"
"A83078097C3F823E864B3ACF7F57C6FFF8DEC333","C:\Windows\SysWOW64\ttdinject.exe"
"AD630FB86CA8F52524B491F8A14E74A114006D52","C:\Windows\SysWOW64\tttracer.exe"
"D700BB47E27D861586DCC764F0B14A09759B43FF","C:\Windows\SysWOW64\typeperf.exe"
"96994BBFE05406E21A0969CA110C2E5F0234CE64","C:\Windows\SysWOW64\tzutil.exe"
"D9F24D699714586148342700F4490F7597AB0E7B","C:\Windows\SysWOW64\unlodctr.exe"
"D9E3F08BD0B1C7282342CEA0E9D0B52CF7C54764","C:\Windows\SysWOW64\unregmp2.exe"
"4963E4921E238D349812241EDCB564F5C36B6DFD","C:\Windows\SysWOW64\upnpcont.exe"
"33598712DFABE86851476DE7D68BF2AFE63D4CA7","C:\Windows\SysWOW64\user.exe"
"23F9FEB9882B00B520A9B4E37194F2AE5134729A","C:\Windows\SysWOW64\UserAccountBroker.exe"
"C62BF5AF3E87BB9F990BD5436941E8837ABD55DE","C:\Windows\SysWOW64\UserAccountControlSettings.exe"
"2A4291B224A998CFAAF81906529629C32ADCDB8E","C:\Windows\SysWOW64\userinit.exe"
"352673FB76C6BA6A9BBEE0D77E209F5AEDF9C7D5","C:\Windows\SysWOW64\Utilman.exe"
"A2C097DB996DCAB5AC01D11DF4DDEEBC7D0F04B6","C:\Windows\SysWOW64\verclsid.exe"
"E9B3E76652345F59164A59CC0E2A41321012C4F9","C:\Windows\SysWOW64\verifiergui.exe"
"82278696B965951D33693EDC5F0B99525027BDDE","C:\Windows\SysWOW64\w32tm.exe"
"BD67490FD205C697CC481B5D1741D63A96D136EA","C:\Windows\SysWOW64\waitfor.exe"
"4B7CE12B7BBAF945BF7A4CACE5E89D8E752FE3DE","C:\Windows\SysWOW64\wecutil.exe"
"992B106EE78D55FFC4BF3E284A7D5D0F978569FE","C:\Windows\SysWOW64\WerFault.exe"
"AF4F67A9C79C5E0324211C233D9CE7835E6ED134","C:\Windows\SysWOW64\WerFaultSecure.exe"
"BC6599A862E43682371671E6EF833B719CB26991","C:\Windows\SysWOW64\wermgr.exe"
"99369BD13B6D2DBA2A4B91A1287510B8986DAF1E","C:\Windows\SysWOW64\wevtutil.exe"
"863DD28F1702054C0F831C127A1E5EA6D9459A04","C:\Windows\SysWOW64\wextract.exe"
"A2A4EE39FD37AC45AED3C17DD32D8F0B9AB13400","C:\Windows\SysWOW64\where.exe"
"36E086A58BB94D8EAA63D5BA113348AA45611035","C:\Windows\SysWOW64\whoami.exe"
"4D82B4856FD8C479C9F0AA926A4CECA9512E6B2F","C:\Windows\SysWOW64\wiaacmgr.exe"
"488DA3D344541FCF003B03C3A28CC1D1DF714E6B","C:\Windows\SysWOW64\Windows.Media.BackgroundPlayback.exe"
"29EA647B29E2331F8859E0BD8DD2B5E8228FDF0D","C:\Windows\SysWOW64\Windows.WARP.JITService.exe"
"77BE0E1E44A6BCF15DA641C804E8A572BFD67107","C:\Windows\SysWOW64\winrs.exe"
"B207B1D5B81B812F909F2434DADE79E8D9472877","C:\Windows\SysWOW64\winrshost.exe"
"116BC7D82047B4EB2B51B442CEE076B92AC03427","C:\Windows\SysWOW64\WinRTNetMUAHostServer.exe"
"0FCA780392A495E96AA3FF92327A77B049150294","C:\Windows\SysWOW64\winver.exe"
"CD2F50FD5A7BD6291DE1948F100415044C767E63","C:\Windows\SysWOW64\wlanext.exe"
"A1ED8EAE5DD33EB9E5C66CC58326F0A9476413BC","C:\Windows\SysWOW64\wowreg32.exe"
"4EE18C311F7CC0B6F424C81AA265D9DC48397398","C:\Windows\SysWOW64\WPDShextAutoplay.exe"
"1765076E0E5B008AA14D8E5FCE5DE516E68F7771","C:\Windows\SysWOW64\write.exe"
"4565BDA12BD284EDBEC91E2A07C3EEB944FC12F7","C:\Windows\SysWOW64\wscadminui.exe"
"B57972FCCA8CC888EAB9B960DC84FA4B55991105","C:\Windows\SysWOW64\wscript.exe"
"2D1C82615D0F220D20CA05D0B7DE82F47DA0F2B6","C:\Windows\SysWOW64\WSManHTTPConfig.exe"
"F390107E236742C2C0A07463D8C9CBC040021651","C:\Windows\SysWOW64\wsmprovhost.exe"
"2ABB4D5643A058FCCAED525F878925ECEF5A660F","C:\Windows\SysWOW64\wusa.exe"
"5BBD99F2831D0D927C8B5A2C1ECC81140C7E6D8B","C:\Windows\SysWOW64\WWAHost.exe"
"2F1A2A5156623A41F6C385F83B53F0C5A1DC6924","C:\Windows\SysWOW64\xcopy.exe"
"64F9D0C258B0FD6CA49EDB722EF4270815DFB8E9","C:\Windows\SysWOW64\xwizard.exe"
"238519049ADA92169806B1889E98DB4F4C3C1ECB","C:\Windows\SysWOW64\Com\comrepl.exe"
"242C046A5FD614242E047D4C4BECE9FDC375C952","C:\Windows\SysWOW64\Com\MigRegDB.exe"
"7CC871BB0EBBFD4E0AAE497802770ECDBE5B1A46","C:\Windows\SysWOW64\Dism\DismHost.exe"
"61035693150DEE2539D73E8298906750FFF23542","C:\Windows\SysWOW64\F12\IEChooser.exe"
"459D54AC03321B99079C7A1EE971A5DF0CE01FAE","C:\Windows\SysWOW64\IME\IMEJP\IMJPDCT.EXE"
"7306A55740E225073142B0B0894FBACF87DA6B62","C:\Windows\SysWOW64\IME\IMEJP\IMJPSET.EXE"
"04CB26BEE5B66CC251FE3529A7BC19E5503F6BC3","C:\Windows\SysWOW64\IME\IMEJP\IMJPUEX.EXE"
"51EF621D56CA0F238E7C395783567E5C74AD3677","C:\Windows\SysWOW64\IME\IMEJP\imjpuexc.exe"
"AF7004ACAA6B32B01FE78B5CEE16CB7C4FF1E96C","C:\Windows\SysWOW64\IME\IMETC\IMTCLNWZ.EXE"
"607A07A73FB70393A16AC89CA4A424F2D8A7E2F0","C:\Windows\SysWOW64\IME\IMETC\IMTCPROP.exe"
"E42F17588BC8A2FA0F54F6791EF69844C8D15129","C:\Windows\SysWOW64\IME\SHARED\IMCCPHR.exe"
"E0467228C14E436554DAD233969820E5B9BFFDE0","C:\Windows\SysWOW64\IME\SHARED\imecfmui.exe"
"0ED3B0763FF7675477E64EE316285E0EBA4BFC69","C:\Windows\SysWOW64\IME\SHARED\IMEPADSV.EXE"
"432103579DF1833A08728FF17B924C831D171B6E","C:\Windows\SysWOW64\IME\SHARED\IMESEARCH.EXE"
"C274597DAB07491C3CA8D9863383145771E4EDBB","C:\Windows\SysWOW64\IME\SHARED\IMEWDBLD.EXE"
"9DD717434E2598F3EAB73032A500DE93558541FB","C:\Windows\SysWOW64\InstallShield\setup.exe"
"13CB580AA1D2823CA0F748B1FC262B7DB1689F19","C:\Windows\SysWOW64\InstallShield\_isdel.exe"
"7E9E12588C2112F9EBAA27917686C057D78D160E","C:\Windows\SysWOW64\Macromed\Flash\FlashUtil_ActiveX.exe"
"800D84A43E53984A5E515138A6EE49902B563F9B","C:\Windows\SysWOW64\Speech_OneCore\Common\SpeechModelDownload.exe"
"D659C673E4FD43CD204A59CA0E83C16E421FE5AB","C:\Windows\SysWOW64\wbem\mofcomp.exe"
"34A4012C9EB518446D76A26158FF980AF3CCF5FB","C:\Windows\SysWOW64\wbem\WinMgmt.exe"
"6A7AA6B6562EE9CA8C8194B41FC92FC5D3D771B0","C:\Windows\SysWOW64\wbem\WMIADAP.exe"
"509D2F5427221366E6BF1DC2DFC0D23E9022EAAD","C:\Windows\SysWOW64\wbem\WMIC.exe"
"480F0F3B059D6A65651A00A899836C8EDC11C891","C:\Windows\SysWOW64\wbem\WmiPrvSE.exe"
"900978683159718D65305D72A57634F043A325F9","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"433001D7173D18F5B294CC2B6F5F1FB411843764","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell_ise.exe"
"A7D041B30A9B603CD1096F2B63A66F094C245D15","C:\Windows\Temp\EDGEMITMP_E964F.tmp\setup.exe"
"E73D73F42BB2A310F03EB1BCBB22BE2B8EB7C723","C:\Windows\WinSxS\amd64_addinprocess32_b77a5c561934e089_4.0.15805.0_none_faee98a3c711fae7\AddInProcess32.exe"
"2CA2E292B28CCA675DDF11EB1604208A724B59A0","C:\Windows\WinSxS\amd64_addinprocess_b77a5c561934e089_4.0.15805.0_none_74baba51266f3010\AddInProcess.exe"
"00A4959609F92A1747885C2BAC941E0FE765C155","C:\Windows\WinSxS\amd64_addinutil_b77a5c561934e089_4.0.15805.0_none_fcd173bc1b434b81\AddInUtil.exe"
"FF6DAF36D6CE2575818F9A9AE849B25F53D03B3B","C:\Windows\WinSxS\amd64_adobe-flash-for-windows_31bf3856ad364e35_10.0.19041.1_none_e190f18a08ed1a44\FlashUtil_ActiveX.exe"
"2601A80347D340531124B1A6A06DFE74701EBE98","C:\Windows\WinSxS\amd64_adobe-flash-for-windows_31bf3856ad364e35_10.0.19041.571_none_0973b9d0c87bb360\FlashUtil_ActiveX.exe"
"EAE192043F75CA972697C3B1875988BEBD66F713","C:\Windows\WinSxS\amd64_aspnet_compiler_b03f5f7f11d50a3a_4.0.15805.0_none_73cc8b3e43ba1056\aspnet_compiler.exe"
"090C90AA3F450EAC6003EFF04883548D2E53905D","C:\Windows\WinSxS\amd64_aspnet_regbrowsers_b03f5f7f11d50a3a_4.0.15805.0_none_646d7347043be71c\aspnet_regbrowsers.exe"
"783C80B9F0839C5349835A7510B94B03EC2BEF6D","C:\Windows\WinSxS\amd64_aspnet_regsql_b03f5f7f11d50a3a_4.0.15805.0_none_aadf84cda75da02d\aspnet_regsql.exe"
"F93374196F5F6E19B370CDDD9332AC248937E5EF","C:\Windows\WinSxS\amd64_bsdtar_31bf3856ad364e35_10.0.19041.1_none_0c1f19c50b5e5f6e\tar.exe"
"40A49427B3A4A39CD56110E51FE9D7B4CB361E18","C:\Windows\WinSxS\amd64_caspol_b03f5f7f11d50a3a_4.0.15805.0_none_c6dc1994db088235\CasPol.exe"
"7413AC167789623B396CAAE4C932EF0F891DA07F","C:\Windows\WinSxS\amd64_comsvcconfig_b03f5f7f11d50a3a_4.0.15805.0_none_468e01fabfc37212\ComSvcConfig.exe"
"086F74A35D5AFED78AE50CF5586FAFFFB7845464","C:\Windows\WinSxS\amd64_curl_31bf3856ad364e35_10.0.19041.1_none_345cbd92bc885eba\curl.exe"
"8337BE23C4C73166D800EBC3096BEA866CFF177A","C:\Windows\WinSxS\amd64_datasvcutil_b77a5c561934e089_4.0.15805.0_none_5b1ada239e3b0505\DataSvcUtil.exe"
"34698AFDD3E84E7A7555A743EAA9F6971B970D5C","C:\Windows\WinSxS\amd64_dfsvc_b03f5f7f11d50a3a_4.0.15805.0_none_c0d2d1227427864f\dfsvc.exe"
"14F8BE6630A069EEEF0D6AE6DF725BCFB7508099","C:\Windows\WinSxS\amd64_edmgen_b77a5c561934e089_4.0.15805.0_none_ae80a3049486a75f\EdmGen.exe"
"C426A1490E469025F20F51939F157DC15E4D6AC3","C:\Windows\WinSxS\amd64_eventviewersettings_31bf3856ad364e35_10.0.19041.1_none_aae8e58aa310aa7d\eventvwr.exe"
"4F64767ACD8B25BADD557A203E4C91D4AE9C6B28","C:\Windows\WinSxS\amd64_hyperv-commandline-tool_31bf3856ad364e35_10.0.19041.1_none_e2f75fda217d5015\hvc.exe"
"7160089B8125EEF5B877A51FED6F19A37CF1F7AE","C:\Windows\WinSxS\amd64_hyperv-compute-cont..utionservice-shared_31bf3856ad364e35_10.0.19041.1_none_0bc0f3d4cd7dc8fd\CExecSvc.exe"
"DC1863231B702DF29CBCCFAD1799B98B52D2A265","C:\Windows\WinSxS\amd64_hyperv-compute-containerdiagnosticstool_31bf3856ad364e35_10.0.19041.1_none_3d521dedd6c76700\hcsdiag.exe"
"4C331A023FD6B102D46E277A39EAF94ED3B73258","C:\Windows\WinSxS\amd64_hyperv-compute-guestcomputeservice_31bf3856ad364e35_10.0.19041.488_none_6b54fed271d58d34\VmComputeAgent.exe"
"51C71CD50A806FDFE906D9C828E8A8FBA3B16BBF","C:\Windows\WinSxS\amd64_hyperv-compute-guestcomputeservice_31bf3856ad364e35_10.0.19041.488_none_6b54fed271d58d34\f\VmComputeAgent.exe"
"EAC5B7DAEBE2069B7D86173D5253AC54A570AFD3","C:\Windows\WinSxS\amd64_hyperv-compute-guestcomputeservice_31bf3856ad364e35_10.0.19041.488_none_6b54fed271d58d34\r\VmComputeAgent.exe"
"4E600A262686BE988EC6442FB0151C5BDAD645C4","C:\Windows\WinSxS\amd64_hyperv-compute-host-service_31bf3856ad364e35_10.0.19041.488_none_d57871c10aa0e898\vmcompute.exe"
"373FB5E8AD35223CB848AA477041B44277331670","C:\Windows\WinSxS\amd64_hyperv-compute-host-service_31bf3856ad364e35_10.0.19041.488_none_d57871c10aa0e898\f\vmcompute.exe"
"5558ED9D017A1985D0419F787399209DFB523096","C:\Windows\WinSxS\amd64_hyperv-compute-host-service_31bf3856ad364e35_10.0.19041.488_none_d57871c10aa0e898\r\vmcompute.exe"
"405B1CABA8B9A52ABBA61400D653D031B709F03D","C:\Windows\WinSxS\amd64_hyperv-vmsp_31bf3856ad364e35_10.0.19041.1_none_39d506065bd87607\vmsp.exe"
"CEE32DD2FCA33AD540350FC83E651ADFEBAE9C37","C:\Windows\WinSxS\amd64_installutil_b03f5f7f11d50a3a_4.0.15805.0_none_d67d06ef0c4a2e1c\InstallUtil.exe"
"5729E6C7D2F5AB760F0093B9D44F8AC0F876A803","C:\Windows\WinSxS\amd64_jsc_b03f5f7f11d50a3a_4.0.15805.0_none_02d98290c2a0aa6b\jsc.exe"
"C46B22F673A9319E4FE04ABB25ACACA1DB204AEB","C:\Windows\WinSxS\amd64_microsoft-client-li..ing-platform-client_31bf3856ad364e35_10.0.19041.508_none_e78c1fa8127d235f\licensingdiag.exe"
"0AA56BD9335E46F6E6EF0B4D5529861DC29D0CC6","C:\Windows\WinSxS\amd64_microsoft-client-li..ing-platform-client_31bf3856ad364e35_10.0.19041.508_none_e78c1fa8127d235f\f\licensingdiag.exe"
"09570FC405E4BE4649EB27D6F5D4E6980852278A","C:\Windows\WinSxS\amd64_microsoft-client-li..ing-platform-client_31bf3856ad364e35_10.0.19041.508_none_e78c1fa8127d235f\r\licensingdiag.exe"
"CA6025A1B991A367DBB790C03F86CBB46646509B","C:\Windows\WinSxS\amd64_microsoft-client-li..m-service-migration_31bf3856ad364e35_10.0.19041.488_none_74d38c3674c534a0\ClipUp.exe"
"E5A1713683BE9DED69F71825172D7DA2C5D64F30","C:\Windows\WinSxS\amd64_microsoft-client-li..m-service-migration_31bf3856ad364e35_10.0.19041.488_none_74d38c3674c534a0\f\ClipUp.exe"
"FC2A880E61B282967B4F6DAE49D79FABD36E41B4","C:\Windows\WinSxS\amd64_microsoft-client-li..m-service-migration_31bf3856ad364e35_10.0.19041.488_none_74d38c3674c534a0\r\ClipUp.exe"
"3FC914BD6D7FDBB05F0D777DD9C5D24BB53B9580","C:\Windows\WinSxS\amd64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_10.0.19041.1_none_b817dbd29134ec4d\GameBarPresenceWriter.exe"
"546F68D0B0E8548F2050A2BBBD682435DAD16834","C:\Windows\WinSxS\amd64_microsoft-hgattest-catrustlet_31bf3856ad364e35_10.0.19041.1_none_13a24884d12d6915\vmplatformca.exe"
"75B08456893789DE681F06E64BCC559B43AC3B38","C:\Windows\WinSxS\amd64_microsoft-hns-diagnosticstool_31bf3856ad364e35_10.0.19041.423_none_841c30f68571c385\hnsdiag.exe"
"DFC1614AF90A2C7B072E19F779C57C1C31DEDC50","C:\Windows\WinSxS\amd64_microsoft-hns-diagnosticstool_31bf3856ad364e35_10.0.19041.423_none_841c30f68571c385\f\hnsdiag.exe"
"95791F046FF4CE7F792D2C8155636E9AD69F47C9","C:\Windows\WinSxS\amd64_microsoft-hns-diagnosticstool_31bf3856ad364e35_10.0.19041.423_none_841c30f68571c385\r\hnsdiag.exe"
"89303A3970FEB526C8527671E30ABAC845A5D121","C:\Windows\WinSxS\amd64_microsoft-hyper-v-d..s-vmswitch-netsetup_31bf3856ad364e35_10.0.19041.508_none_628e5310b9f95f7d\nvspinfo.exe"
"041BBD2536ECD9812012D482FA3FF93FC910A0AA","C:\Windows\WinSxS\amd64_microsoft-hyper-v-d..s-vmswitch-netsetup_31bf3856ad364e35_10.0.19041.508_none_628e5310b9f95f7d\f\nvspinfo.exe"
"6E24AB389747E4434FDE18F20E50BB52F67BC1EC","C:\Windows\WinSxS\amd64_microsoft-hyper-v-d..s-vmswitch-netsetup_31bf3856ad364e35_10.0.19041.508_none_628e5310b9f95f7d\r\nvspinfo.exe"
"8E255998C86B2457F98D0BEF0DF601D360BD2703","C:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_10.0.19041.508_none_0e77daa5c4325518\hvax64.exe"
"84784F7143B0818CFF560494005D17551095E38E","C:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_10.0.19041.508_none_0e77daa5c4325518\hvix64.exe"
"5C911D14483BCBC78EA096A767E9CBFA82B27C23","C:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_10.0.19041.508_none_0e77daa5c4325518\f\hvax64.exe"
"33012B65E5EA1A178E29F36DD958701DA9C65C22","C:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_10.0.19041.508_none_0e77daa5c4325518\f\hvix64.exe"
"2485BDAE39EE9B58D0710FD7FFB6285B2DA6C3E4","C:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_10.0.19041.508_none_0e77daa5c4325518\r\hvax64.exe"
"0E744593A18DB13A91E8832F0C60394524F5F7B5","C:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_10.0.19041.508_none_0e77daa5c4325518\r\hvix64.exe"
"E3FD41AA27C4A1E09D9441A77BB101B8B80211CF","C:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmms_31bf3856ad364e35_10.0.19041.488_none_14660d9ebddaa57e\vmms.exe"
"33C485D34C8EA63F79C9B43804BA21A7C2BB190F","C:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmms_31bf3856ad364e35_10.0.19041.488_none_14660d9ebddaa57e\f\vmms.exe"
"39288408BDB0077846B673CEF2F98D9F81ADB884","C:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmms_31bf3856ad364e35_10.0.19041.488_none_14660d9ebddaa57e\r\vmms.exe"
"28DE3A38B30CB0F473F363928E9002669D8F9562","C:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmwp_31bf3856ad364e35_10.0.19041.488_none_13109444beb69833\vmwp.exe"
"6BF1688C93BAD3DF6835F10D4406260E8EC234A8","C:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmwp_31bf3856ad364e35_10.0.19041.488_none_13109444beb69833\f\vmwp.exe"
"BD19D4BEDA808AA2BF3B3097F2795D5C76190AA7","C:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmwp_31bf3856ad364e35_10.0.19041.488_none_13109444beb69833\r\vmwp.exe"
"8B4A3F4FCE4179400039964BCE73B427C5C054E9","C:\Windows\WinSxS\amd64_microsoft-onecore-c..periencehost-broker_31bf3856ad364e35_10.0.19041.508_none_1d10fd692f93c188\CloudExperienceHostBroker.exe"
"CB9BCD5C4AAA53C6590F9A318B075EBC0DA6AA60","C:\Windows\WinSxS\amd64_microsoft-onecore-c..periencehost-broker_31bf3856ad364e35_10.0.19041.508_none_1d10fd692f93c188\f\CloudExperienceHostBroker.exe"
"126D7B697182D5F4204D3787409454897AF1E800","C:\Windows\WinSxS\amd64_microsoft-onecore-c..periencehost-broker_31bf3856ad364e35_10.0.19041.508_none_1d10fd692f93c188\r\CloudExperienceHostBroker.exe"
"578C53A7A785A7238272E28C53684FB51995E663","C:\Windows\WinSxS\amd64_microsoft-onecore-console-host-core_31bf3856ad364e35_10.0.19041.153_none_4b81b20e830f375b\conhost.exe"
"10FBE27C7BDCB5142C9AB50C7A58DD20A971EF81","C:\Windows\WinSxS\amd64_microsoft-onecore-console-host-core_31bf3856ad364e35_10.0.19041.153_none_4b81b20e830f375b\f\conhost.exe"
"2318545292E7DC5CBE0AE3B45BDAE74F16A5873D","C:\Windows\WinSxS\amd64_microsoft-onecore-console-host-core_31bf3856ad364e35_10.0.19041.153_none_4b81b20e830f375b\r\conhost.exe"
"D2852525B496CE77003CC8F3B15F4C0E9FB6EFCB","C:\Windows\WinSxS\amd64_microsoft-onecore-d..ectxdatabaseupdater_31bf3856ad364e35_10.0.19041.488_none_134ecb3049a61bd7\directxdatabaseupdater.exe"
"142A657CFD20DCACAE3BF890D00BE893DA3887CC","C:\Windows\WinSxS\amd64_microsoft-onecore-d..ectxdatabaseupdater_31bf3856ad364e35_10.0.19041.488_none_134ecb3049a61bd7\f\directxdatabaseupdater.exe"
"9F32735B77A89C162D7586FE92CF3E4E8FD9180D","C:\Windows\WinSxS\amd64_microsoft-onecore-d..ectxdatabaseupdater_31bf3856ad364e35_10.0.19041.488_none_134ecb3049a61bd7\r\directxdatabaseupdater.exe"
"664654A40696F13DC8E23BD2DF32BA55A6E0DA20","C:\Windows\WinSxS\amd64_microsoft-onecore-driververifier-tools_31bf3856ad364e35_10.0.19041.1_none_76edadec5ba257b3\verifier.exe"
"AA73B338F393954DF2643A4A59175C90A7578948","C:\Windows\WinSxS\amd64_microsoft-onecore-e..taprotectioncleanup_31bf3856ad364e35_10.0.19041.423_none_b3bcf9c91563215c\EDPCleanup.exe"
"12BE045FFF9F0E4FDE4DB11D45C3DF52FFDD82D2","C:\Windows\WinSxS\amd64_microsoft-onecore-i..atedusermode-kernel_31bf3856ad364e35_10.0.19041.508_none_c5e2bfdaf3513762\securekernel.exe"
"899770DCB1E36368F670C1AEE15DBFBB4F62E6BE","C:\Windows\WinSxS\amd64_microsoft-onecore-i..atedusermode-kernel_31bf3856ad364e35_10.0.19041.508_none_c5e2bfdaf3513762\f\securekernel.exe"
"14A93E80A3791464E41B16DC2B09A9D95D1E0B86","C:\Windows\WinSxS\amd64_microsoft-onecore-i..atedusermode-kernel_31bf3856ad364e35_10.0.19041.508_none_c5e2bfdaf3513762\r\securekernel.exe"
"3B643412D6F7AF2ED16AF08DE65CA0D41A8E423B","C:\Windows\WinSxS\amd64_microsoft-onecore-onlinesetup-component_31bf3856ad364e35_10.0.19041.1_none_23025624c75c162f\oobeldr.exe"
"18242272C0F4DD1FC0BE8145ED6406E764022679","C:\Windows\WinSxS\amd64_microsoft-onecore-onlinesetup-component_31bf3856ad364e35_10.0.19041.1_none_23025624c75c162f\windeploy.exe"
"5AEDE130F364410373B91D10FC767F2C32B1D5C9","C:\Windows\WinSxS\amd64_microsoft-onecore-pnp-drvinst_31bf3856ad364e35_10.0.19041.1_none_0b4eeb140948562c\drvinst.exe"
"E73324E3F6CF9C9C44DF0B2D5BBC9213C77F97CF","C:\Windows\WinSxS\amd64_microsoft-onecore-s..chservice-component_31bf3856ad364e35_10.0.19041.450_none_8b858662eabbe756\SpeechRuntime.exe"
"EC0D4EEC8F913A72A5693EADC8BFFBC10849F6A7","C:\Windows\WinSxS\amd64_microsoft-onecore-s..chservice-component_31bf3856ad364e35_10.0.19041.450_none_8b858662eabbe756\f\SpeechRuntime.exe"
"1FF962158A52C5245C4C3085AA3191D4C4F963E3","C:\Windows\WinSxS\amd64_microsoft-onecore-s..chservice-component_31bf3856ad364e35_10.0.19041.450_none_8b858662eabbe756\r\SpeechRuntime.exe"
"2DB15648C7A334ADC5ACB1FD4FD22E4ABDB65DE0","C:\Windows\WinSxS\amd64_microsoft-onecore-tetheringservice_31bf3856ad364e35_10.0.19041.488_none_6b8021bd45e9f435\IcsEntitlementHost.exe"
"A712B40D81AE8F85B73ED79EF393C1D5486E65D1","C:\Windows\WinSxS\amd64_microsoft-onecore-tetheringservice_31bf3856ad364e35_10.0.19041.488_none_6b8021bd45e9f435\f\IcsEntitlementHost.exe"
"C8BE2280DC57A2818BBA9C3DD90E9573A91A01EF","C:\Windows\WinSxS\amd64_microsoft-onecore-tetheringservice_31bf3856ad364e35_10.0.19041.488_none_6b8021bd45e9f435\r\IcsEntitlementHost.exe"
"470BE984366411D97F3C785AAAAA4D87AD5B0550","C:\Windows\WinSxS\amd64_microsoft-onecore-u..iedwritefilter-mgmt_31bf3856ad364e35_10.0.19041.1_none_82af78fa7992ecce\uwfmgr.exe"
"94FBDDA1E7F45D19FAC886B623E9294C2B6C46FE","C:\Windows\WinSxS\amd64_microsoft-onecore-utilityvm-setupagent_31bf3856ad364e35_10.0.19041.1_none_cf994a1a65720fd5\wcsetupagent.exe"
"EFC354E9509A9B726A322363C17BDBED180DC0C2","C:\Windows\WinSxS\amd64_microsoft-windows-a..-experience-apphelp_31bf3856ad364e35_10.0.19041.1_none_37f2e74a0020dc93\pcaui.exe"
"AE6DFE43F6AF391E4CE17AF3C264C7FBC0CD1258","C:\Windows\WinSxS\amd64_microsoft-windows-a..atibility-assistant_31bf3856ad364e35_10.0.19041.1_none_e9b79397c28488a5\pcalua.exe"
"EE6B7F33042A2A6AA6FEC6FFFC4392737E1E8CD2","C:\Windows\WinSxS\amd64_microsoft-windows-a..cation-creduibroker_31bf3856ad364e35_10.0.19041.1_none_80ac2d61ac960bf3\CredentialUIBroker.exe"
"D231D8079C4C9715392A29AD6872A8A4C812346D","C:\Windows\WinSxS\amd64_microsoft-windows-a..eapplifetimemanager_31bf3856ad364e35_10.0.19041.1_none_1cfdf170d7c4ac35\RemoteAppLifetimeManager.exe"
"5B96AFECE5DC243402CE9C88E14EB5E6154C726D","C:\Windows\WinSxS\amd64_microsoft-windows-a..ence-infrastructure_31bf3856ad364e35_10.0.19041.1_none_8b021141ec175d3e\sdbinst.exe"
"87047E5611AE92C56DF0A95C5ED0B97F90901771","C:\Windows\WinSxS\amd64_microsoft-windows-a..esslockapp.appxmain_31bf3856ad364e35_10.0.19041.423_none_15fa57c383924b45\AssignedAccessLockApp.exe"
"8ED9165F583C9423D428ACCFB890C32062FF7985","C:\Windows\WinSxS\amd64_microsoft-windows-a..esslockapp.appxmain_31bf3856ad364e35_10.0.19041.423_none_15fa57c383924b45\f\AssignedAccessLockApp.exe"
"6330F2146D4F11290285DA3EB45BF038477623C1","C:\Windows\WinSxS\amd64_microsoft-windows-a..esslockapp.appxmain_31bf3856ad364e35_10.0.19041.423_none_15fa57c383924b45\r\AssignedAccessLockApp.exe"
